0,67217,5.0
0,69766,5.0
0,71770,5.0
0,71782,5.0
0,2710,5.0
0,70510,5.0
0,23242,5.0
0,61476,5.0
0,54484,5.0
0,301524,5.0
0,22745,5.0
0,22726,5.0
0,6152,5.0
0,4396,5.0
0,311376,5.0
0,66877,5.0
0,5738,5.0
1,6172,5.0
1,7750,5.0
1,250346,5.0
1,70063,5.0
1,7390,5.0
1,61321,5.0
1,314486,5.0
1,23790,5.0
1,252491,5.0
1,48204,5.0
1,57579,5.0
1,19813,5.0
1,157952,5.0
1,367023,5.0
2,252773,5.0
2,266504,5.0
2,252724,5.0
2,309681,5.0
2,79599,5.0
2,245958,5.0
2,253198,5.0
2,311454,5.0
2,99446,5.0
2,301594,5.0
2,310792,5.0
2,79071,5.0
2,252587,5.0
2,430437,5.0
2,334254,5.0
2,311128,5.0
2,333678,5.0
2,301199,5.0
2,252781,5.0
3,1610106,5.0
3,2074038,5.0
3,4400,5.0
3,4893,5.0
3,313023,5.0
3,300256,5.0
3,208,5.0
3,1865369,5.0
3,1902610,5.0
3,1564836,5.0
3,1868669,5.0
3,1607614,5.0
3,301638,5.0
3,1722552,5.0
3,1047745,5.0
3,1580130,5.0
3,1585736,5.0
3,2098790,5.0
3,5126,5.0
3,2678929,5.0
3,2549218,5.0
3,1654486,5.0
3,310114,5.0
3,331651,5.0
3,1963142,5.0
3,1662769,5.0
3,239286,5.0
3,2266972,5.0
3,2541471,5.0
3,499120,5.0
3,311798,5.0
3,79601,5.0
3,1729358,5.0
3,2218433,5.0
3,2482805,5.0
3,1779831,5.0
3,1197938,5.0
3,1818006,5.0
3,155695,5.0
3,2877213,5.0
3,1753640,5.0
3,1205535,5.0
3,393778,5.0
3,1226859,5.0
3,1239290,5.0
3,312988,5.0
3,1212737,5.0
3,2407237,5.0
3,62734,5.0
4,62896,5.0
4,346331,5.0
4,51030,5.0
4,70510,5.0
4,51122,5.0
4,50255,5.0
4,13378,5.0
4,63709,5.0
4,72618,5.0
4,338276,5.0
4,60405,5.0
4,20599,5.0
5,26675,5.0
5,482577,5.0
5,37959,5.0
5,26755,5.0
5,333726,5.0
5,1265545,5.0
5,32826,5.0
5,28635,5.0
5,78537,5.0
5,97662,5.0
5,330400,5.0
6,61321,5.0
6,31650,5.0
6,5720,5.0
6,23790,5.0
6,72418,5.0
6,73187,5.0
6,6172,5.0
6,64926,5.0
6,886,5.0
6,31772,5.0
6,1265542,5.0
6,25179,5.0
6,69740,5.0
6,20895,5.0
7,2791676,5.0
7,298133,5.0
7,1755755,5.0
7,2858917,5.0
7,2870762,5.0
7,1314567,5.0
7,253297,5.0
7,1843074,5.0
7,337414,5.0
7,71010,5.0
7,393786,5.0
7,1832743,5.0
7,328357,5.0
7,1799838,5.0
7,79585,5.0
7,2174859,5.0
7,1998462,5.0
7,2090630,5.0
7,396320,5.0
7,312721,5.0
7,66655,5.0
7,1208967,5.0
7,66666,5.0
7,79310,5.0
7,19530,5.0
7,6983,5.0
7,276989,5.0
7,159226,5.0
7,1634,5.0
7,1904236,5.0
7,2332412,5.0
7,1946144,5.0
7,54130,5.0
7,1233094,5.0
7,401165,5.0
7,2061397,5.0
7,2061396,5.0
7,276989,5.0
7,7975,5.0
7,329151,5.0
7,367022,5.0
7,7985,5.0
7,367023,5.0
7,2858917,5.0
7,1755755,5.0
7,393778,5.0
7,159226,5.0
7,1634,5.0
7,1904236,5.0
7,1948242,5.0
7,2163594,5.0
7,1795215,5.0
8,45769,5.0
8,62734,5.0
8,51128,5.0
8,15054,5.0
8,294467,5.0
8,79258,5.0
8,22158,5.0
8,41665,5.0
8,67216,5.0
8,73784,5.0
8,65898,5.0
8,5393,5.0
8,60404,5.0
9,72414,5.0
9,430412,5.0
9,73832,5.0
9,73080,5.0
9,72388,5.0
9,54027,5.0
9,72437,5.0
9,338284,5.0
9,72623,5.0
9,72616,5.0
9,19824,5.0
9,79257,5.0
9,71765,5.0
9,70409,5.0
9,22163,5.0
10,437323,5.0
10,71793,5.0
10,333556,5.0
10,66730,5.0
10,250231,5.0
10,20200,5.0
10,477306,5.0
10,1055166,5.0
10,157524,5.0
10,69724,5.0
10,342609,5.0
10,159226,5.0
10,14908,5.0
10,57740,5.0
